source_pdf,pdf_date,page,image_file,width,height,format,text_above,text_below,nearest_heading,staging_path,page_image,classified,title,slug,insight
AMFX 17JUN22.pdf,2022-06-17,1,page_01_img_00.png,691,452,png,EURUSD vs. Germany/Italy 10-year spread,"Meanwhile, Germany, USA rate differentials are doing this:",EURUSD vs. Germany/Italy 10-year spread,amfx_17jun22/page_01_img_00.png,amfx_17jun22/page_01.png,chart,EURUSD vs. Germany/Italy 10-year Spread,eurusd-germany-italy-10yr-spread-jun2022,"This dual-line chart shows the inverse relationship between EURUSD exchange rate (blue line) and the Germany/Italy 10-year bond yield spread (black line) from November 2021 to June 2022, illustrating how widening sovereign debt spreads correlate with euro weakness."
AMFX 17JUN22.pdf,2022-06-17,1,page_01_img_01.png,925,627,png,EURUSD vs. Germany/USA 5-year rate differential,Current Views,EURUSD vs. Germany/USA 5-year rate differential,amfx_17jun22/page_01_img_01.png,amfx_17jun22/page_01.png,chart,Hourly EUR/USD vs. Germany/USA 5-Year Rate Differential,eurusd-rate-differential-jun2021-jul2022,"This hourly chart shows the EUR/USD exchange rate (black line) tracked against the Germany/USA 5-year rate differential (blue line) from June 2021 to July 2022, demonstrating the correlation between interest rate spreads and currency valuation during a period of significant monetary policy divergence."
AMFX 17JUN22.pdf,2022-06-17,2,page_02_img_00.png,989,656,png,EURUSD vs. Europe/USA equity ratio,"I acknowledge I have aggressively flipped my view here after being super bearish EURUSD for quite some time, 
but quite a lot has changed in the market with BTPs recovering, more ECB words yesterday regarding the anti-
fragmentation mechanism, toppish US rates, the SNB going 50bps and so on. “Be nimble” is my mantra. Equities 
have also reached the bottom of what I have been expecting to be a 3700/4300 range and my gut feel is that the 
equity selloff is done for a bit.",EURUSD vs. Europe/USA equity ratio,amfx_17jun22/page_02_img_00.png,amfx_17jun22/page_02.png,chart,"Hourly EUR/USD vs. Europe/USA Equity Ratio (SX7P, ESc1)",eurusd-equity-ratio-hourly-2022-06,"This dual-axis chart compares EUR/USD exchange rate movement (black line) against the Europe/USA equity performance ratio (blue line) from January to June 2022, illustrating the correlation between currency and equity market dynamics during a period of significant market volatility."
AMFX 17JUN22.pdf,2022-06-17,3,page_03_img_00.jpeg,680,548,jpeg,,3,,amfx_17jun22/page_03_img_00.jpeg,amfx_17jun22/page_03.png,chart,Which topics do American couples argue about most?,american-couples-argument-topics-survey,"Survey data showing that tone of voice/attitude and money are the most common argument topics among American couples across all age groups, with variation by age demographic."
AMFX 20AUG24.pdf,2024-08-20,1,page_01_img_00.png,803,493,png,"USDCAD is selling off even as CAD underperforms many of its peers. We are now 
approaching the critical 1.3600 level again, after a flashy move up into the mega 
range top during the early August Carrypocalypse. Here’s the wide-angle lens:",And here’s what we see if we zoom into this year’s action.,USDCAD is selling off even as CAD underperforms many of its peers. We are now ,amfx_20aug24/page_01_img_00.png,amfx_20aug24/page_01.png,chart,USDCAD Daily Chart - Late 2021 to October 2024,usdcad-daily-late-2021-oct-2024,"This daily chart shows USDCAD approaching the critical 1.3600 support level after a sharp selloff from the August 2024 peak near 1.3900, illustrating key technical resistance and support zones over a multi-year period."
AMFX 20AUG24.pdf,2024-08-20,1,page_01_img_01.png,808,497,png,And here’s what we see if we zoom into this year’s action.,"You can see 1.3600 has been quite a level as it was the ceiling in March and April 
and became the floor in May, June, and again in July. Now we are back down here 
despite two potentially meaningful idiosyncratic CAD-bearish factors lurking.",And here’s what we see if we zoom into this year’s action.,amfx_20aug24/page_01_img_01.png,amfx_20aug24/page_01.png,chart,USDCAD Hourly Price Action February 2024 to Present,usdcad-hourly-chart-feb-2024,"The chart shows USDCAD trading around the critical 1.3600 support/resistance level, which has acted as both a ceiling and floor multiple times throughout the year, indicating strong technical significance."
AMFX 20AUG24.pdf,2024-08-20,2,page_02_img_00.png,910,662,png,"Much like USDCAD, the euro is right at a huge level as we have closed above 1.1100 just nine times in the past 
two years. We have only closed above 1.1130 five times in the last two years. We are in rarified air.",,"Much like USDCAD, the euro is right at a huge level as we have closed above 1.1100 just nine times in the past ",amfx_20aug24/page_02_img_00.png,amfx_20aug24/page_02.png,chart,Distribution of daily EURUSD closes >1.08 since Aug2022,eurusd-daily-closes-distribution-aug2022,"This histogram shows that EURUSD closes above 1.08 have been heavily concentrated in the 1.0800-1.1050 range since August 2022, with very few occurrences above 1.1100, highlighting the rarity of the current elevated price levels."
AMFX 20AUG24.pdf,2024-08-20,3,page_03_img_00.png,1178,725,png,,"Final Thoughts 
 
There were a few articles going around last night about the release of the papers from the BOJ workshops. This 
article in particular got some attention: Bloomberg: Research notes indicate interest rate hike is still on table.  
 
I would just note that the BOJ research paper referenced (see here) is a discussion of workshops held on May 
21, 2024. Given those workshops were well before the BOJ hiked, I can’t see how they are much relevant to 
current discussions. They could have simply been the justification for the last rate hike—they don’t necessarily 
indicate anything about future rate hikes. The BOJ note is super big picture and covers discussions held three 
months ago. 
 
Finally, Kiwi is ripping, much to my chagrin. I will stick to the parameters outlined in the sidebar. 
 
See following pages for the Spectra FX Weekly Positioning Report. 
 
Have a golden day.",,amfx_20aug24/page_03_img_00.png,amfx_20aug24/page_03.png,chart,EURUSD Daily Chart Early 2022 to Present,eurusd-daily-chart-2022-present,"This chart shows EURUSD exchange rate movement from early 2022 to present, highlighting a significant drop from ~1.14 in early 2022 to a low near 0.96 in late 2022, followed by a recovery to current levels around 1.10, with a key resistance level marked at 1.1140."
AMFX 20AUG24.pdf,2024-08-20,4,page_04_img_00.jpeg,624,393,jpeg,"Hi. Welcome to this week’s report. There has been a complete 180 in many metrics over the past few weeks as 
the CFTC has exited mega short JPY positions and now flipped long. USD momentum has been extremely bearish 
of late as we slow-motion crash up towards the top of the EURUSD range. Key levels in EURUSD are heavy in the 
1.1100/1.1130 zone. 
 
In lieu of the normal write up this week, I am excerpting from Cameron Crise’s excellent piece this week because 
it captures the yen flip nicely and makes some interesting observations about future performance of various 
securities after a multi-sigma possy flip. The following excerpt is provided with Cam’s permission.",4,Hi. Welcome to this week’s report. There has been a complete 180 in many metrics over the past few weeks as ,amfx_20aug24/page_04_img_00.jpeg,amfx_20aug24/page_04.png,chart,Abrupt Shift: JPY Positioning Adjustment Over 30 Years,jpy-positioning-adjustment-30-years,"This chart illustrates the dramatic reversal in CFTC JPY positioning, showing the recent flip from mega short to long positions that has driven significant USD weakness and EURUSD range movement."
AMFX 20AUG24.pdf,2024-08-20,5,page_05_img_00.jpeg,624,393,jpeg,"Well, it was a very different world back then, and that period coincided with what we 
might call the beginning of the “dollar going down forever” theme. This saw USD/JPY 
fall sharply over the ensuing months, though losses were tempered by strong a 
BOJ/MOF bid at 105. Ironically enough, Japan’s authorities may have taken profit on 
some of those purchases in some of its recent dollar-selling activity.","More broadly, though, I was curious about how often we see huge futures positions 
adjustments that shift the z-score by 5 standard deviations or more over a six-week 
window. That’s admittedly an arbitrary set of criteria, and assessing futures 
positions can be a little tricky. 
 
As discussed recently, in FX they represent only a small cohort of total market 
participants, whereas in bond futures they capture basis trades, equity and 
commodity markets capture hedging activity, etc. Anyhow, the table below sets out 
extreme shifts in futures-positioning z-scores over a 6-week span back to 2002.","Well, it was a very different world back then, and that period coincided with what we ",amfx_20aug24/page_05_img_00.jpeg,amfx_20aug24/page_05.png,chart,Dollar Bears Emerged in 2003,dollar-bears-emerged-2003-usd-jpy,"This chart illustrates the sharp decline in USD/JPY from 2003 onwards, marking the beginning of the 'dollar going down forever' theme, with support near 105 from BOJ/MOF intervention."
AMFX 20AUG24.pdf,2024-08-20,6,page_06_img_00.png,593,288,png,,"On balance, the price action has tended to follow the direction of the big positioning 
shift. That bodes ill for the likes of NZD/JPY, as the kiwi futures position has dropped 
by just over 5 sigma over the last six weeks as well. Granted, the sample size of the 
study above is not particularly large, but the only time when the price action clearly 
moved against the positioning was a Russell 2000 rally nearly 20 years ago.",,amfx_20aug24/page_06_img_00.png,amfx_20aug24/page_06.png,table,Z-Score Changes and Market Outcomes Analysis,z-score-positioning-market-outcomes,"Historical comparison of currency and index positioning shifts (measured by z-score changes) against subsequent price action outcomes, suggesting that large positioning moves tend to precede price moves in the same direction."
AMFX 20AUG24.pdf,2024-08-20,6,page_06_img_01.png,910,661,png,"On balance, the price action has tended to follow the direction of the big positioning 
shift. That bodes ill for the likes of NZD/JPY, as the kiwi futures position has dropped 
by just over 5 sigma over the last six weeks as well. Granted, the sample size of the 
study above is not particularly large, but the only time when the price action clearly 
moved against the positioning was a Russell 2000 rally nearly 20 years ago.",6,"On balance, the price action has tended to follow the direction of the big positioning ",amfx_20aug24/page_06_img_01.png,amfx_20aug24/page_06.png,chart,CFTC Speculative JPY Position,cftc-speculative-jpy-position-1992-2024,"Historical chart showing CFTC speculative Japanese Yen futures positioning from 1992 to 2024, with the current position highlighted in red, indicating a significant shift in trader sentiment that typically precedes directional price movement."
AMFX 20AUG24.pdf,2024-08-20,7,page_07_img_00.png,801,626,png,G10 FX Positioning and Momentum Scores,7,G10 FX Positioning and Momentum Scores,amfx_20aug24/page_07_img_00.png,amfx_20aug24/page_07.png,table,G10 FX Positioning and Momentum Scores,g10-fx-positioning-momentum-scores-20aug24,"Summary scores on -10 to +10 scale showing positioning and momentum metrics across USD, EUR, CHF, JPY, GBP, AUD, NZD, and CAD currency pairs versus USD."
AMFX 20AUG24.pdf,2024-08-20,7,page_07_img_01.png,715,519,png,G10 FX Positioning and Momentum Scores,7,G10 FX Positioning and Momentum Scores,amfx_20aug24/page_07_img_01.png,amfx_20aug24/page_07.png,chart,FX Positioning - Last Week vs This Week,fx-positioning-comparison-weekly,"Bar chart comparing foreign exchange positioning across G10 currencies between last week and this week, showing notable long positions in JPY and EUR, and short positions in AUD, NZD, and CAD."
AMFX 20AUG24.pdf,2024-08-20,7,page_07_img_02.png,715,519,png,G10 FX Positioning and Momentum Scores,7,G10 FX Positioning and Momentum Scores,amfx_20aug24/page_07_img_02.png,amfx_20aug24/page_07.png,chart,FX Momentum,fx-momentum-g10-comparison,"Bar chart comparing FX momentum scores across G10 currencies for last week versus this week, with USD showing significant negative momentum and JPY showing the strongest positive momentum this week."
AMFX 20JAN23.pdf,2023-01-20,1,page_01_img_00.png,624,494,png,(212) 398-6230,Proportion of sons employed,(212) 398-6230,amfx_20jan23/page_01_img_00.png,amfx_20jan23/page_01.png,chart,Proportion of Sons Employed by Father's Earnings Percentile,sons-employment-fathers-earnings-percentile,"This chart demonstrates intergenerational employment patterns, showing that sons whose fathers earned in the highest percentiles have significantly higher employment rates (approaching 70%) compared to those from lower-earning families (around 40%), indicating potential correlation between paternal earnings and offspring employment outcomes."
AMFX 20JAN23.pdf,2023-01-20,1,page_01_img_01.png,911,661,png,6-month rolling sum of MoM Retail Sales in the UK,2020 and 2021 are cut out to avoid y-axis dilation,6-month rolling sum of MoM Retail Sales in the UK,amfx_20jan23/page_01_img_01.png,amfx_20jan23/page_01.png,chart,6-Month Rolling Sum of Month-over-Month UK Retail Sales (1988-2022),uk-retail-sales-6m-rolling-sum-1988-2022,"This time series visualization reveals UK retail sales volatility over 34 years, with a dramatic collapse in 2020 (pandemic impact) followed by a sharp recovery, highlighting the severity of the COVID-19 economic shock compared to historical patterns."
AMFX 20JAN23.pdf,2023-01-20,2,page_02_img_00.png,568,486,png,"Adding to this constant back and forth repricing in markets is the push and pull between central banks attempting to 
maintain their inflation-fighting credentials and markets saying: “We don’t believe you.” The Fed and ECB are 
attempting to raise the market into a large pot, and the market has called. Now, the central banks can either raise 
again, check and wait for more data, or (eventually) fold. 
 
This will play out in slow motion as the data comes out. Markets have learned that forward guidance is not credible. If 
the data evolves differently than a basic extrapolation of current conditions, the central banks will abandon their 
guidance. That is, forward guidance is just a form of extrapolation bias. When Macklem says this in July 2020:",Final Thoughts,Adding to this constant back and forth repricing in markets is the push and pull between central banks attempting to ,amfx_20jan23/page_02_img_00.png,amfx_20jan23/page_02.png,chart,Implied Overnight Rate & Number of Hikes/Cuts Priced In,implied-overnight-rate-hikes-cuts-jan-2023,"Shows the market's expectations for central bank policy changes over time, with overnight rates peaking around 4.9% in early July 2023 before declining, reflecting changing market sentiment on rate hike cycles."
AMFX 21DEC22.pdf,2022-12-21,1,page_01_img_00.png,911,662,png,SPX marked with times when gas prices down 15% or more in 60 days,,SPX marked with times when gas prices down 15% or more in 60 days,amfx_21dec22/page_01_img_00.png,amfx_21dec22/page_01.png,chart,S&P 500 with Gas Price Decline Periods (15%+ in 60 days),spx-marked-gas-price-declines-15-percent-60-days,"This chart overlays the S&P 500 price action with blue bars indicating periods when gas prices declined 15% or more within 60-day windows, showing the historical correlation between energy price drops and equity market movements from 2004-2022."
AMFX 21DEC22.pdf,2022-12-21,2,page_02_img_00.png,1110,659,png,"AMZN, 2018 to now","I am a big believer in market symmetry and the move from $85 to $187 back to $85 is almost perfectly symmetrical. Also 
note the purple ovals where I marked the volumes spikes as they tend to coincide with major lows. And of course, ARKK, 
the poster-girl of 2021 excess, is already trading far below where it started.","AMZN, 2018 to now",amfx_21dec22/page_02_img_00.png,amfx_21dec22/page_02.png,chart,Amazon (AMZN) Stock Price Chart 2018-2023 with Volume Analysis,amzn-stock-price-volume-2018-2023,"Long-term price chart showing Amazon's rise from ~$55 to $187 and subsequent decline back to $85, with annotated volume spikes marking potential trading reversal points."
AMFX 21DEC22.pdf,2022-12-21,2,page_02_img_01.jpeg,1110,659,jpeg,"ARKK, 2018 to now","So, while this boom/bust cycle feels highly similar to 2001, an argument could be made that we are much further along 
than we were going into that year. Here is the chart of the NASDAQ in that period:","ARKK, 2018 to now",amfx_21dec22/page_02_img_01.jpeg,amfx_21dec22/page_02.png,chart,Cathie Wood's ARK Innovation ETF (ARKK) Performance 2018-2023,arkk-etf-price-chart-2018-2023,"The chart illustrates ARKK's dramatic rise from ~$45 in 2020 to a peak of ~$160 in late 2021, followed by a sharp decline to ~$32 by December 2022, exemplifying the boom-bust cycle in speculative tech investments."
AMFX 21DEC22.pdf,2022-12-21,3,page_03_img_00.png,1134,820,png,NASDAQ 1996 to 2004,"You see in that chart that NASDAQ went 1500 to 5000 and was still way up at 3000 going into 2001. 
 
I chose ARKK and AMZN here, and they tell a similar story to most stocks, but if you picked TSLA or GME, the charts 
look different. The full-on meme / cult of personality stocks have not fully retraced the 2019/2021 move. Still, overall, 
there is much less froth now than there was on January 1, 2001. Then again, stocks went down in 2002, too! 
 
Reason four that stocks could do OK next year is that perhaps the market is just too pessimistic on earnings. If everybody 
in the world expects earnings estimates to come down, and they don’t… Well, we don’t need to guess what that might 
mean because we saw it last night as FedEx and Nike both skyrocketed after earnings.",NASDAQ 1996 to 2004,amfx_21dec22/page_03_img_00.png,amfx_21dec22/page_03.png,chart,NASDAQ Composite Index 1996-2004 with LTCM Bailout and Dot-Com Bubble,nasdaq-composite-1996-2004-dotcom-bubble,"This chart illustrates the NASDAQ's dramatic rise from 1500 to 5000 during the dot-com bubble and subsequent crash to 3000+ by 2001, with annotations marking the LTCM bailout and the completion of the round trip decline."
AMFX 21DEC22.pdf,2022-12-21,3,page_03_img_01.jpeg,670,398,jpeg,Nike and FedEx going back one month with purple grape marking where it’s trading pre-market,"And finally, reason five that stocks could do OK next year is that perhaps the soft data is reflecting a grumpy consumer 
hating high prices and grumpy CFOs hating sky high wages. But high prices and rising wages are positive drivers of the 
hard data in a nominal economy. So perhaps this is one of those times where the soft data is wrong? It’s rare, but it 
happens. I am going to keep an open mind. It feels crazy to be optimistic into 2023. That’s why it might work.",Nike and FedEx going back one month with purple grape marking where it’s trading pre-market,amfx_21dec22/page_03_img_01.jpeg,amfx_21dec22/page_03.png,chart,Nike and FedEx One-Month Price Action with Pre-Market Level,nike-fedex-one-month-chart-dec-2022,"This chart shows Nike and FedEx price movements over one month with a purple marker indicating pre-market trading levels as of December 21, 2022."
AMFX 21DEC22.pdf,2022-12-21,3,page_03_img_02.png,676,401,png,Nike and FedEx going back one month with purple grape marking where it’s trading pre-market,"And finally, reason five that stocks could do OK next year is that perhaps the soft data is reflecting a grumpy consumer 
hating high prices and grumpy CFOs hating sky high wages. But high prices and rising wages are positive drivers of the 
hard data in a nominal economy. So perhaps this is one of those times where the soft data is wrong? It’s rare, but it 
happens. I am going to keep an open mind. It feels crazy to be optimistic into 2023. That’s why it might work.",Nike and FedEx going back one month with purple grape marking where it’s trading pre-market,amfx_21dec22/page_03_img_02.png,amfx_21dec22/page_03.png,chart,Nike Stock Price - One Month Chart with Pre-Market Level,nike-stock-one-month-dec-2022,One-month price chart for Nike showing trading activity with a purple marker indicating the current pre-market trading level around 176 USD.
AMFX 21DEC22.pdf,2022-12-21,4,page_04_img_00.jpeg,991,423,jpeg,"This chart from Deutsche was making the rounds yesterday and argues that the long JPY trade is a repatriation story. 
The idea makes sense, but one thing I will say about these actors: If they are going to be buying JPY, they will be selling 
rallies, not hitting bids. Japanese asset managers are patient and will leave limit orders or do risk reversals. They aren’t 
going to pile into the USDJPY bid sub-130.00. So sell rallies if you can. 133.80 is the nearby resistance and 135.00/50 
is el largo. Also note the 130.50/90 level (key support) held perfectly in yesterday’s selloff. 
 
If you can do exotics, selling 2-month 135.00 digitals to buy 128.00 digitals (or something similar) is a good way 
to play lower USDJPY without spending too much or getting mega long vol. I am less bearish USDJPY via options than 
consensus simply because the forward and the risk reversal are killer. I would rather wait and sell the rally to 133.80.",I still don’t think you need to rush into JPY or JPY vol.,This chart from Deutsche was making the rounds yesterday and argues that the long JPY trade is a repatriation story. ,amfx_21dec22/page_04_img_00.jpeg,amfx_21dec22/page_04.png,chart,Japanese Net Purchases of Foreign Securities and USD Cash Holdings,japan-foreign-security-purchases-usd-cash-holdings,"These charts illustrate that Japanese investors have been net sellers of foreign assets while accumulating USD cash rather than converting proceeds back to JPY, supporting the repatriation trade thesis for yen strength."
AMFX 21DEC22.pdf,2022-12-21,5,page_05_img_00.png,677,521,png,G10 FX Positioning and Momentum,5,G10 FX Positioning and Momentum,amfx_21dec22/page_05_img_00.png,amfx_21dec22/page_05.png,table,G10 FX Positioning and Momentum Summary,g10-fx-positioning-momentum-summary-dec-2022,"Summary scores across positioning, sentiment, and momentum indicators for major currency pairs versus USD, showing EUR and GBP with strongest bullish signals while USD shows weakness across multiple timeframes."
AMFX 21DEC22.pdf,2022-12-21,5,page_05_img_01.png,910,662,png,G10 FX Positioning and Momentum,5,G10 FX Positioning and Momentum,amfx_21dec22/page_05_img_01.png,amfx_21dec22/page_05.png,chart,FX Positioning - Last Week vs This Week,fx-positioning-g10-currencies-weekly-comparison,"Bar chart comparing FX positioning changes across G10 currencies between last week and this week, showing EUR with the largest positioning (4.9 long last week, 4.1 this week) and USD with negative positioning (-2.1 last week, -1.5 this week)."
AMFX 21DEC22.pdf,2022-12-21,5,page_05_img_02.png,688,499,png,G10 FX Positioning and Momentum,5,G10 FX Positioning and Momentum,amfx_21dec22/page_05_img_02.png,amfx_21dec22/page_05.png,chart,FX Momentum by G10 Currency Pair,fx-momentum-g10-currencies-weekly,"Bar chart comparing FX momentum across major currency pairs (USD, EUR, CHF, JPY, GBP, AUD, NZD, CAD) between last week and this week, showing USD and CAD in downtrend while EUR and NZD show strongest positive momentum."
AMFX 21DEC22.pdf,2022-12-21,6,page_06_img_00.png,695,502,png,"FX Strategy, bulls and bears for 2023, by currency","While the market likes some trades, such as short USDJPY, there is concern on timing and therefore participation hasn’t 
been huge to this point. With a changing of the guard at the BOJ in April 2023, many are concerned it’s too early to get 
involved here and are waiting for January or even February. 
 
As far as analogs go, most comparisons right now highlight similarities to 2001 because we look to be entering a recession, 
but the leverage in the system now is nothing like it was in 2008. An extremely surprising analog would be if the US 
economy and stocks successfully skate through aggressive rate hikes like they did in 1994/1995. This is not our view, but 
worth keeping back of mind given the raging bearish equity consensus going into 2023.","FX Strategy, bulls and bears for 2023, by currency",amfx_21dec22/page_06_img_00.png,amfx_21dec22/page_06.png,chart,G10 Bull/Bear Sentiment by Currency 2023,g10-bull-bear-sentiment-2023,"Shows bullish vs bearish positioning across G10 currencies for 2023, with JPY showing the strongest bull bias and USD showing the strongest bear bias, reflecting market expectations for currency performance in the year ahead."
AMFX 21DEC22.pdf,2022-12-21,6,page_06_img_01.png,790,600,png,Orange line is US 2-year. Black line is SPX,That’s it for this week! Thanks for reading.,Orange line is US 2-year. Black line is SPX,amfx_21dec22/page_06_img_01.png,amfx_21dec22/page_06.png,chart,SPX Index vs US 2-Year Yield Comparison (1992-1999),spx-vs-us-2yr-yield-1992-1999,"This chart illustrates the inverse relationship between stock market performance (SPX) and bond yields, highlighting how the Fed's rate policy shifts dramatically affected equity markets during the 1994-1995 period when rising rates initially depressed stocks before triggering a bull market surge."
AMFX 21DEC22.pdf,2022-12-21,7,page_07_img_00.jpeg,960,702,jpeg,"Australia: ~2,465 miles wide","P.S., the sun is 865,370 miles in diameter!!!","Australia: ~2,465 miles wide",amfx_21dec22/page_07_img_00.jpeg,amfx_21dec22/page_07.png,decorative,Earth with Australia Size Comparison,earth-australia-size-comparison,"A visualization comparing the size of Australia (~2,465 miles wide) to Earth, used as a decorative reference point for scale in the financial newsletter."
AMFX 21DEC22.pdf,2022-12-21,7,page_07_img_01.jpeg,460,460,jpeg,"P.S., the sun is 865,370 miles in diameter!!!",7,"P.S., the sun is 865,370 miles in diameter!!!",amfx_21dec22/page_07_img_01.jpeg,amfx_21dec22/page_07.png,decorative,Sun Size Comparison with Earth and Moon,sun-size-comparison-earth-moon,"A visual illustration demonstrating the massive scale of the Sun relative to Earth and the Moon, used as a P.S. note to emphasize the Sun's enormous diameter of 865,370 miles."
AMFX 21JUL23.pdf,2023-07-21,1,page_01_img_00.jpeg,381,539,jpeg,フレンド,"When I have written book reviews in the past, I generally offered my broader thoughts 
along with specific excerpts and then specific thoughts related to those excerpts. In 
this case, it’s hard to explain the book overall because it’s a collection of snippets and 
advice and thoughts, all intermingled. And the excerpts don’t require a ton of 
explication; they stand on their own. 
 
When I read Hagakure, two prevalent themes jumped out: 
 
1. Whoa, this applies to trading! 
2. Wow, there is nothing new under the sun! These people in 1700’s Japan had",フレンド,amfx_21jul23/page_01_img_00.jpeg,amfx_21jul23/page_01.png,decorative,Hagakure: The Secret Wisdom of the Samurai Book Cover,hagakure-book-cover-samurai,A book cover for Yamamoto Tsunetomo's 'Hagakure' used as a visual reference in a discussion about applying ancient samurai wisdom principles to modern trading.
AMFX 21JUL23.pdf,2023-07-21,7,page_07_img_00.jpeg,675,499,jpeg,"葉隠聞書 
 
The priest Tannen said, “A retainer who is too clever will never make it; but by the same token, there is no chance of 
stupid people succeeding, either.”","葉隠聞書 
 
A certain samurai commented, “What a shame so-and-so died at such a young age.” To which I replied, “It is indeed 
a pity [as he was a valued man].” He bemoaned: “The end of the world is nigh, and due consideration to social rectitude 
(giri) has fallen by the wayside.” I consoled him by saying, “When things can get no worse, they will then change for 
the better. Conditions will unequivocally improve in time.” In this way, it is important to be a step ahead of others in 
your ripostes.",葉隠聞書 ,amfx_21jul23/page_07_img_00.jpeg,amfx_21jul23/page_07.png,decorative,Excellent Samurai Bell Curve Meme,excellent-samurai-bell-curve-meme,"A humorous bell curve meme contrasting competence levels (stupid vs too clever) with samurai archetypes, used to illustrate the philosophical point from Hagakure that excellence requires balance between intelligence and humility."
AMFX 21JUL23.pdf,2023-07-21,9,page_09_img_00.jpeg,1112,275,jpeg,"One last excerpt, for the lols. Thanks SB, for sending me the book!",9,"One last excerpt, for the lols. Thanks SB, for sending me the book!",amfx_21jul23/page_09_img_00.jpeg,amfx_21jul23/page_09.png,decorative,Historical Anecdote: Matsudaira Izu-no-Kami and Mizuno Kenmotsu Exchange,matsudaira-mizuno-height-anecdote,"A humorous historical exchange between two Japanese figures about physical stature, included in the newsletter for entertainment rather than financial analysis."
AMFX 22JUL22.pdf,2022-07-22,1,page_01_img_00.jpeg,379,471,jpeg,"was spending $40 before, that’s a 50% increase in Fuel Sales. Not really bullish. 
4. Soft data almost always leads hard data. But not always. There are occasions, in mid-",Clock version here,"was spending $40 before, that’s a 50% increase in Fuel Sales. Not really bullish. ",amfx_22jul22/page_01_img_00.jpeg,amfx_22jul22/page_01.png,decorative,Now Watch Face - Time Concept,now-watch-face-decorative,"A stylized smartwatch displaying 'NOW' on its face, used as a visual metaphor or decorative element in the financial newsletter context."
AMFX 22JUL22.pdf,2022-07-22,1,page_01_img_01.png,911,661,png,"cycle slowdowns, where the soft data turns, and the hard data holds firm. 
 
I gathered ISM New Orders (most timely and reliable soft data) and Initial Claims (most 
timely and reliable hard data) and ranked each month since 1996 according to its percentile 
in the series. Then, I created a chart so you can see the ebb and flow over time. I know the 
chart is wild and wooly, but don’t worry, the takeaways are labelled with green numbers (!)",,"cycle slowdowns, where the soft data turns, and the hard data holds firm. ",amfx_22jul22/page_01_img_01.png,amfx_22jul22/page_01.png,chart,ISM New Orders vs Initial Claims: Soft Data vs Hard Data Divergence (1996-2022),ism-new-orders-initial-claims-cycle-analysis-1996-2022,"This chart compares ISM New Orders (soft economic data) and Initial Claims (hard labor data) to identify periods where leading indicators diverge, showing when cycle slowdowns manifest differently across soft and hard economic metrics."
AMFX 22JUL22.pdf,2022-07-22,3,page_03_img_00.png,740,372,png,"The inestimable Fred Goodwin runs a weekly poll and this week he’s asking about BOJ. The results are interesting as 
the market has mostly given up on the end of YCC at this point. Perhaps Kuroda will ride it to the end of his term in April 
2023. Here are the survey results:",Final Thoughts,The inestimable Fred Goodwin runs a weekly poll and this week he’s asking about BOJ. The results are interesting as ,amfx_22jul22/page_03_img_00.png,amfx_22jul22/page_03.png,chart,Japan's YCC Policy Outlook Survey Results - July 2022,japan-ycc-policy-outlook-survey-jul-2022,"Market survey showing 51.5% expect Japan's YCC (Yield Curve Control) to remain unchanged through end of 2022, with 30.3% anticipating tweaks and 18.2% expecting abandonment."
AMFX 22JUL22.pdf,2022-07-22,4,page_04_img_00.jpeg,1245,873,jpeg,,The “time spent with friends” line is disappointing,,amfx_22jul22/page_04_img_00.jpeg,amfx_22jul22/page_04.png,chart,"Who Americans spend their time with, by age",american-time-use-by-age-2009-2019,"Time spent with friends declines significantly after age 25, while time spent alone increases substantially through adulthood, peaking around age 80."
AMFX 23NOV22.pdf,2022-11-23,1,page_01_img_00.jpeg,438,431,jpeg,(212) 398-6230,What’s that distorted skull in,(212) 398-6230,amfx_23nov22/page_01_img_00.jpeg,amfx_23nov22/page_01.png,decorative,Renaissance Portrait of Two Gentlemen with Skull Memento Mori,renaissance-portrait-skull-memento-mori,"A classical artwork featuring vanitas symbolism with a distorted skull, likely used as a visual reference in the newsletter to illustrate a conceptual point about market cycles or mortality of financial positions."
AMFX 23NOV22.pdf,2022-11-23,1,page_01_img_01.png,467,422,png,S&P performance around Thanksgiving,Current Views,S&P performance around Thanksgiving,amfx_23nov22/page_01_img_01.png,amfx_23nov22/page_01.png,table,S&P 500 Performance Around Thanksgiving (Wednesday to Tuesday),sp500-thanksgiving-performance-table,"Historical analysis showing S&P 500 returns in the four trading days around Thanksgiving from 2009-2022, with Friday showing the weakest average performance at -0.4% and Tuesday the strongest at +0.2%."
AMFX 23NOV22.pdf,2022-11-23,2,page_02_img_00.png,1318,1108,png,"US 10-year yields, 15 days of 30-minute increments","Zooming out, a good short-term target for 10-year yields is 3.50%, that is the old YTD high as of June 2022 and just above 
the 100-day moving average. Here is the chart.","US 10-year yields, 15 days of 30-minute increments",amfx_23nov22/page_02_img_00.png,amfx_23nov22/page_02.png,chart,US 10-Year Yields - 15 Days of 30-Minute Increments,us-10yr-yields-30min-chart-nov2022,"A detailed 30-minute interval price chart showing US 10-year Treasury yields over 15 days, with technical annotations identifying support/resistance levels and the 100-day moving average around the 3.50% target level."
