id,name,url,status,linked_definitions,url_slug,subscription,has_qc_code,keywords,market_factors,instruments,regions,rebalancing,complexity,confidence,crisis_hedge,paper_perf,paper_vol,paper_sharpe,paper_max_dd,paper_start,paper_end,oos_perf_inception,oos_vol_inception,oos_sharpe_inception,oos_max_dd,oos_start,oos_end,correlation,linear_issue,notes
#0752,Do Stock Returns Really Decrease With Default Risk?,https://quantpedia.com/strategies/do-stock-returns-really-decrease-with-default-risk,,,do-stock-returns-really-decrease-with-default-risk,Premium,No,stock picking; equity long short; country picking,Equities,Stocks,United States; Europe; Japan; Global; Emerging Markets,Yearly,Complex,Strong,Partially,13.42,16.57,0.81,,2000.0,2014.0,,,,,,,,,
#0753,Overnight Seasonality in Bitcoin,https://quantpedia.com/strategies/intraday-seasonality-in-bitcoin,,,intraday-seasonality-in-bitcoin,Free,Yes,seasonality; cryptocurrencies,Crypto,Crypto,Global,Intraday,Simple,Strong,No,33.0,20.93,1.58,-34.04,2015.0,2021.0,19.9,21.609420164718752,0.9208946768729276,-34.04321224374556,2016.0,2025.0,0.0980456563772514,,
#0754,Betting Against Correlation in S&P500 Stocks,https://quantpedia.com/strategies/betting-against-correlation-in-sp500-stocks,,,betting-against-correlation-in-sp500-stocks,Premium,Yes,equity long short; beta factor,Equities,Stocks,United States,Monthly,Moderate,Strong,Yes,7.32,27.48,0.27,-23.89,2003.0,2021.0,6.3,11.075638603410312,0.5688159595655423,-20.053229600549173,2005.0,2025.0,0.4776247693281855,,
#0755,Mean-reversion and Trend-Following Based on MIN and MAX in BTC,https://quantpedia.com/strategies/mean-reversion-and-trend-following-based-on-min-and-max-in-btc,,,mean-reversion-and-trend-following-based-on-min-and-max-in-btc,Premium,Yes,momentum; reversal; cryptocurrencies,Crypto,Crypto,Global,Intraday,Simple,Strong,No,98.43,47.75,2.06,-57.24,2015.0,2021.0,51.6,45.43362914904168,1.1357226126649491,-57.23770271811173,2015.0,2025.0,0.1896006386968976,,
#0756,The 5-Month Prediction Pattern in the US Stock Market Returns,https://quantpedia.com/strategies/a-new-predictability-pattern-in-the-us-stock-market-returns,,,a-new-predictability-pattern-in-the-us-stock-market-returns,Premium,Yes,market timing; seasonality; momentum in stocks; growth stocks,Equities,ETFs; Futures; CFDs,United States,Monthly,Complex,Strong,Unknown,10.5,11.02,0.6,-25.14,1946.0,2020.0,0.1,6.2833260213829,0.0159151378839309,-25.13404842690485,2001.0,2025.0,0.0247091089578668,,
#0757,Market Timing with Merton Rule for Earnings Yield,https://quantpedia.com/strategies/market-timing-with-merton-rule-for-earnings-yield,,,market-timing-with-merton-rule-for-earnings-yield,Premium,Yes,market timing; fundamental analysis; factor investing,Equities; Bonds,Stocks; Bonds,United States,Monthly,Moderate,Strong,Unknown,10.02,9.1,0.97,-15.52,1997.0,2021.0,4.2,5.267890799461041,0.7972830417118182,-15.525617477158193,2010.0,2025.0,0.3348781811346726,,
#0758,Credit Risk Factor in Bonds,https://quantpedia.com/strategies/credit-risk-factor-in-bonds,,,credit-risk-factor-in-bonds,Premium,No,factor investing,Bonds,Bonds,United States,Monthly,Moderate,Strong,No,8.86,9.4,0.94,,2004.0,2019.0,,,,,,,,,
#0759,Cross-Stock Return Predictability,https://quantpedia.com/strategies/cross-stock-return-predictability,,,cross-stock-return-predictability,Premium,No,momentum; trend-following; equity long short,Equities,Stocks,United States,Monthly,Moderate,Strong,Unknown,4.16,7.9,0.53,,,,,,,,,,,,
#0760,The U.S. Dollar and Variance Risk Premia Imbalances,https://quantpedia.com/strategies/the-u-s-dollar-and-variance-risk-premia-imbalances,,,the-u-s-dollar-and-variance-risk-premia-imbalances,Premium,Yes,FX anomaly; volatility premium,Currencies,Futures; Forwards,United States; Europe; Japan,Monthly,Very Complex,Strong,Unknown,4.1,8.2,0.5,-26.12,2005.0,2019.0,3.3,14.217413877151682,0.2321097232249331,-26.116771641637104,2012.0,2025.0,-0.2984374630704756,,
#0761,Gold to Oil Ratio Predicts Aggregate Stock Returns,https://quantpedia.com/strategies/gold-to-oil-ratio-predicts-aggregate-stock-returns,,,gold-to-oil-ratio-predicts-aggregate-stock-returns,Premium,Yes,asset class picking; market timing,Equities; Bonds,ETFs; Futures; Bonds,United States,Monthly,Moderate,Strong,Partially,7.02,9.7,0.72,-45.56,1975.0,2020.0,13.6,19.84335354617197,0.685368023522597,-45.60058482687018,2011.0,2025.0,0.9241140688774384,,
#0762,Oil Beta Uncertainty and Global Stock Returns,https://quantpedia.com/strategies/oil-beta-uncertainty-and-global-stock-returns,,,oil-beta-uncertainty-and-global-stock-returns,Premium,Yes,rotational system; equity long short; beta factor,Equities,ETFs; Funds; Stocks,Global,Monthly,Complex,Strong,Unknown,10.17,15.38,0.66,,1986.0,2020.0,,,,,,,,,
#0763,Conditional FX Correlation Risk,https://quantpedia.com/strategies/conditional-fx-correlation-risk,,,conditional-fx-correlation-risk,Premium,Yes,FX anomaly; forex system,Currencies,Forwards,United States,Monthly,Moderate,Strong,Partially,2.91,8.32,0.35,-16.88,1983.0,2017.0,4.6,9.936382033778273,0.4629451629740595,-17.513887957774354,2006.0,2025.0,-0.1110570265042894,,
#0764,Overconfidence Factor in China,https://quantpedia.com/strategies/overconfidence-factor-in-china,,,overconfidence-factor-in-china,Premium,Yes,equity long short; factor investing; smart beta,Equities,Stocks,China,Monthly,Moderate,Strong,Unknown,16.49,11.78,1.4,,1999.0,2016.0,,,,,,,,,
#0765,Credit-Informed Tactical Asset Allocation,https://quantpedia.com/strategies/credit-informed-tactical-asset-allocation,,,credit-informed-tactical-asset-allocation,Premium,Yes,asset class picking; market timing; equity long short,Equities,ETFs; Futures,United States,Daily,Complex,Strong,Unknown,18.1,22.5,0.81,-74.3,1997.0,2021.0,1.8,22.470929306608443,0.0801034961856535,-76.7621312125697,2000.0,2025.0,-0.0156642344735666,,
#0766,Sentiment Factor in the Cross-Section of Commodity Futures,https://quantpedia.com/strategies/sentiment-factor-in-the-cross-section-of-commodity-futures,,,sentiment-factor-in-the-cross-section-of-commodity-futures,Premium,No,sentiment trading; alternative data; factor investing,Commodities,Futures,Global,Monthly,Complex,Strong,Unknown,7.26,9.6,0.75,,2010.0,2020.0,,,,,,,,,
#0767,Institutional Ownership Enhances Macro Factor Returns,https://quantpedia.com/strategies/institutional-ownership-enhances-macro-factor-returns,,,institutional-ownership-enhances-macro-factor-returns,Premium,No,equity long short; beta factor; factor investing,Equities,Stocks,United States,Quarterly,Moderate,Strong,Unknown,8.21,14.5,0.57,,1980.0,2019.0,,,,,,,,,
#0768,Retail Ownership Enhances Non-Macro Factor Returns,https://quantpedia.com/strategies/retail-ownership-enhances-non-macro-factor-returns,,,retail-ownership-enhances-non-macro-factor-returns,Premium,No,equity long short; beta factor; factor investing,Equities,Stocks,United States,Quarterly,Moderate,Strong,Unknown,10.16,16.0,0.63,,1980.0,2019.0,,,,,,,,,
#0769,Disposition Effect in China,https://quantpedia.com/strategies/disposition-effect-in-china,,,disposition-effect-in-china,Premium,Yes,equity long short; factor investing; smart beta,Equities,Stocks,China,Yearly,Complex,Moderate,Unknown,20.41,36.7,0.56,,1999.0,2016.0,,,,,,,,,
#0770,Coreversal in Chinese Equities,https://quantpedia.com/strategies/coreversal-in-chinese-equities,,,coreversal-in-chinese-equities,Premium,Yes,market timing; reversal; equity long short; arbitrage; factor investing,Equities,Stocks,China,Monthly,Complex,Strong,Unknown,12.42,13.75,0.9,,2000.0,2020.0,,,,,,,,,
#0771,Enduring Momentum in Stocks,https://quantpedia.com/strategies/enduring-momentum-in-stocks,,,enduring-momentum-in-stocks,Premium,Yes,momentum; equity long short; momentum in stocks,Equities,Stocks,United States,6 Months,Very Complex,Strong,Unknown,26.31,38.21,0.69,-49.93,1980.0,2019.0,2.5,17.156486252180855,0.1457174833618516,-47.50641452874448,2004.0,2025.0,0.0603010014612281,,
#0772,Geopolitical Risk and the Cross-Section of Cryptocurrency Returns,https://quantpedia.com/strategies/geopolitical-risk-and-the-cross-section-of-cryptocurrency-returns,,,geopolitical-risk-and-the-cross-section-of-cryptocurrency-returns,Premium,Yes,cryptocurrencies; smart beta,Crypto,Crypto,Global,Weekly,Moderate,Strong,No,187.05,39.8,4.7,,2014.0,2021.0,,,,,,,,,
#0773,Changes in Ownership Breadth Predict Performance of Equity Factors,https://quantpedia.com/strategies/changes-in-ownership-breadth,,,changes-in-ownership-breadth,Premium,Yes,insiders trading effect,Equities,Stocks,United States,Monthly,Complex,Weak,Unknown,8.34,17.03,0.49,,1981.0,2018.0,,,,,,,,,
#0774,Afternoon Reversal Trading Strategy,https://quantpedia.com/strategies/afternoon-reversal-trading-strategy,,,afternoon-reversal-trading-strategy,Premium,Yes,reversal; equity long short,Equities,Stocks,,Monthly,Simple,,Unknown,9.85,8.44,1.17,-49.08,1993.0,2018.0,1.6,18.64624139655258,0.0858081779578278,-49.92757292851806,2000.0,2025.0,0.038217597634299,,
#0775,Hierarchical Stock Momentum,https://quantpedia.com/strategies/hierarchical-stock-momentum,,,hierarchical-stock-momentum,Premium,No,momentum; momentum in stocks; machine learning; diversification,Equities,Stocks,Global,Monthly,Very Complex,Strong,Yes,10.58,12.87,0.81,,1997.0,2021.0,,,,,,,,,
#0776,Max Pain Strategy - Stock Return Predictability at Options Expiration,https://quantpedia.com/strategies/max-pain-strategy-stock-return-predictability-at-options-expiration,,,max-pain-strategy-stock-return-predictability-at-options-expiration,Premium,No,market timing; equity long short,Equities,Stocks,United States,Weekly,Complex,Strong,Unknown,4.91,7.97,0.62,,1996.0,2021.0,,,,,,,,,
#0777,Combined Momentum and Nearness to 52-week High,https://quantpedia.com/strategies/combined-momentum-and-nearness-to-52-week-high,,,combined-momentum-and-nearness-to-52-week-high,Premium,Yes,momentum; equity long short; factor investing,Equities,Stocks,United States,Monthly,Complex,Strong,Unknown,31.3,31.08,1.01,-71.84,1963.0,2020.0,8.9,31.14390133276853,0.2857702349138812,-68.01854181310848,2001.0,2025.0,0.6099750072126099,,
#0778,Absolute Delta Beta Strategy in Chinese Equities,https://quantpedia.com/strategies/absolute-delta-beta-strategy-in-chinese-equities,,,absolute-delta-beta-strategy-in-chinese-equities,Premium,Yes,equity long short; beta factor; factor investing; smart beta,Equities,Stocks,China,Monthly,Complex,Strong,No,8.23,54.87,0.15,,2005.0,2019.0,,,,,,,,,
#0779,Factor Momentum in the Chinese Stock Market,https://quantpedia.com/strategies/factor-momentum-in-the-chinese-stock-market,,,factor-momentum-in-the-chinese-stock-market,Premium,Yes,momentum; factor investing,Equities,Stocks,China,Monthly,Complex,Strong,Unknown,7.02,8.78,0.8,,2002.0,2019.0,,,,,,,,,
#0780,ESG Exclusion Premium Factor,https://quantpedia.com/strategies/esg-exclusion-premium-factor,,,esg-exclusion-premium-factor,Premium,Yes,equity long short; factor investing; smart beta; ESG investing,Equities,Stocks,United States,Monthly,Complex,Strong,Partially,9.0,11.67,0.77,,2005.0,2022.0,,,,,,,,,
#0781,Enhanced Returns of LGBT CEOs,https://quantpedia.com/strategies/enhanced-returns-of-lgbt-ceos,,,enhanced-returns-of-lgbt-ceos,Premium,Yes,stock picking; ESG investing; sentiment,Equities,Stocks,United States,Daily,Simple,Strong,No,16.35,34.88,0.47,,2000.0,2021.0,,,,,,,,,
#0782,High-to-Price Factor in Commodities,https://quantpedia.com/strategies/high-to-price-factor-in-commodities,,,high-to-price-factor-in-commodities,Premium,Yes,momentum,Commodities,Futures; CFDs,Global,Monthly,Simple,Strong,Unknown,9.69,17.16,0.56,,1986.0,2021.0,,,,,,,,,
#0783,Cash Hedged Momentum,https://quantpedia.com/strategies/cash-hedged-momentum,,,cash-hedged-momentum,Premium,Yes,momentum; stock picking; equity long short; momentum in stocks; fundamental analysis; beta factor; factor investing; smart beta,Equities,Stocks,United States,Monthly,Complex,Strong,Partially,13.11,20.17,0.65,-67.02,1978.0,2020.0,8.2,28.84437932185104,0.28428415493025,-62.66420509167499,2000.0,2025.0,0.5501336125695802,,
#0784,Option Volatility Spread Factor Predicts Option Returns,https://quantpedia.com/strategies/option-volatility-spread-factor-predicts-option-returns,,,option-volatility-spread-factor-predicts-option-returns,Premium,No,volatility effect,Equities,Options,United States,Monthly,Very Complex,Strong,Unknown,12.82,6.78,1.89,,1996.0,2019.0,,,,,,,,,
#0785,Intraday VIX Betas Predict Stocks Returns,https://quantpedia.com/strategies/intraday-vix-betas-predict-stocks-returns,,,intraday-vix-betas-predict-stocks-returns,Premium,Yes,stock picking; volatility effect; reversal; equity long short; beta factor; factor investing; smart beta,Equities,Stocks,United States,Monthly,Complex,Strong,Unknown,9.77,12.3,0.79,-49.04,1993.0,2020.0,0.2,25.12925390399695,0.0079588514949179,-58.73151788866372,2010.0,2025.0,0.5088390246694653,,
#0786,Option Trading and Returns versus the 52-Week High,https://quantpedia.com/strategies/option-trading-and-returns-versus-the-52-week-high,,,option-trading-and-returns-versus-the-52-week-high,Premium,Yes,equity long short; volatility premium,Equities,Stocks; Options,United States,Monthly,Complex,Moderate,Unknown,8.47,11.05,0.77,,1996.0,2018.0,,,,,,,,,
#0787,Option Trading and Returns versus the 52-Week Low,https://quantpedia.com/strategies/option-trading-and-returns-versus-the-52-week-low,,,option-trading-and-returns-versus-the-52-week-low,Premium,Yes,equity long short; volatility premium,Equities,Stocks; Options,United States,Monthly,Complex,Moderate,Unknown,8.34,7.4,1.13,,1996.0,2018.0,,,,,,,,,
#0788,Quality at Reasonable Price,https://quantpedia.com/strategies/quality-at-reasonable-price,,,quality-at-reasonable-price,Premium,Yes,fundamental analysis; factor investing,Equities,Stocks,United States; Europe; Japan; Global,Yearly,Complex,Strong,Unknown,18.6,6.6,2.81,,2004.0,2021.0,,,,,,,,,
#0789,Salience Theory and Cryptocurrency Returns,https://quantpedia.com/strategies/salience-theory-and-cryptocurrency-returns,,,salience-theory-and-cryptocurrency-returns,Premium,Yes,reversal; sentiment trading; cryptocurrencies,Crypto,Crypto,Global,Monthly,Complex,Strong,No,280.1,45.3,6.18,-43.33,2014.0,2021.0,-3.8,24.37078853567813,-0.1559243762029656,-43.33475354519488,2017.0,2025.0,0.0336639864361495,,
#0790,International Trade Momentum,https://quantpedia.com/strategies/international-trade-momentum,,,international-trade-momentum,Premium,No,momentum; equity long short; alternative data; factor investing,Equities,Stocks,United States,Monthly,Complex,Strong,Unknown,20.67,20.05,1.03,,2009.0,2018.0,,,,,,,,,
#0791,Institutional Equity Momentum in China,https://quantpedia.com/strategies/institutional-equity-momentum-in-china,,,institutional-equity-momentum-in-china,Premium,Yes,momentum; stock picking; equity long short; momentum in stocks; factor investing; smart beta; sentiment,Equities,Stocks,China,Monthly,Complex,Strong,Unknown,21.6,24.22,0.89,,2000.0,2020.0,,,,,,,,,
#0792,Retail Equity Reversal in China,https://quantpedia.com/strategies/retail-equity-reversal-in-china,,,retail-equity-reversal-in-china,Premium,Yes,stock picking; reversal; equity long short; factor investing; smart beta; sentiment,Equities,Stocks,China,Monthly,Complex,Strong,Unknown,27.83,26.68,1.04,,2000.0,2020.0,,,,,,,,,
#0793,Sovereign CDS Currency Factor,https://quantpedia.com/strategies/sovereign-cds-currency-factor,,,sovereign-cds-currency-factor,Premium,Yes,FX anomaly; forex system; sentiment,Currencies,Futures; CFDs; Forwards; Swaps,Global,Monthly,Simple,Strong,Unknown,5.0,5.74,0.87,,2007.0,2021.0,,,,,,,,,
#0794,24-Hour Reversal in Cryptocurrencies,https://quantpedia.com/strategies/24-hour-reversal-in-cryptocurrencies,,,24-hour-reversal-in-cryptocurrencies,Premium,Yes,reversal,Crypto,Crypto,Global,Intraday,Simple,Strong,Unknown,53.8,15.28,3.52,-56.36,2018.0,2021.0,24.7,31.16391410991048,0.7925833678300737,-56.94069087444428,2017.0,2025.0,0.2069881739005095,,
#0795,Lunar Monthly Effect in Chinese Stocks,https://quantpedia.com/strategies/lunar-monthly-effect-in-chinese-stocks,,,lunar-monthly-effect-in-chinese-stocks,Premium,Yes,market timing; seasonality,Equities,ETFs; Funds; Futures; CFDs,China,Monthly,Simple,Strong,No,4.46,5.08,0.88,-31.86,1994.0,2019.0,0.7,8.07282960502333,0.086710612542153,-31.85763759620496,2006.0,2025.0,0.1455676922827619,,
#0796,Inflation Hedging Using Online Prices,https://quantpedia.com/strategies/inflation-hedging-using-online-prices,,,inflation-hedging-using-online-prices,Premium,Yes,rotational system; market timing; sentiment trading; bond timing; sentiment,Bonds,ETFs; Swaps; Bonds,United States,Daily,Complex,Weak,Partially,2.6,2.4,1.08,,2009.0,2022.0,,,,,,,,,
#0797,Improved Post-Earnings Announcement Drift with NLP Analysis,https://quantpedia.com/strategies/improved-post-earnings-announcement-drift-with-nlp-analysis,,,improved-post-earnings-announcement-drift-with-nlp-analysis,Premium,Yes,stock picking; earnings announcement; trading earnings; factor investing; smart beta,Equities,Stocks,United States,Weekly,Complex,Strong,Unknown,5.89,7.75,0.76,,2014.0,2022.0,,,,,,,,,
#0798,Cash Holdings Effect and Net Operating Assets,https://quantpedia.com/strategies/cash-holdings-effect-and-net-operating-assets,,,cash-holdings-effect-and-net-operating-assets,Premium,Yes,stock picking; equity long short; accruals effect; factor investing; smart beta,Equities,Stocks,United States,Monthly,Complex,Strong,Unknown,9.25,17.26,0.54,-72.23,1963.0,2014.0,12.76,46.56,0.273983639,-72.23,,,,,
#0799,Machine Learning Volatility Targeting of Equity Indices,https://quantpedia.com/strategies/machine-learning-volatility-targeting-of-equity-indices,,,machine-learning-volatility-targeting-of-equity-indices,Premium,Yes,asset class picking; market timing; machine learning,Equities; Bonds,ETFs; Futures; Bonds,United States,Weekly,Very Complex,Strong,Unknown,14.49,23.04,0.63,,2007.0,2020.0,,,,,,,,,
#0800,Conservative Formula in India,https://quantpedia.com/strategies/conservative-formula-in-india,,,conservative-formula-in-india,Premium,Yes,momentum; volatility effect; momentum in stocks,Equities,Stocks,India,Quarterly,Simple,Strong,No,16.8,22.6,0.74,,2006.0,2022.0,,,,,,,,,
#0801,High Disagreement Predicts Hedge Fund Returns,https://quantpedia.com/strategies/high-disagreement-predicts-hedge-fund-returns,,,high-disagreement-predicts-hedge-fund-returns,Premium,No,fund picking,Equities,Funds,United States,Monthly,Simple,Strong,Unknown,10.49,22.68,0.46,,1997.0,2020.0,,,,,,,,,
#0802,Fibonacci Supports and Resistances in Cross-Sectional Stock Trading,https://quantpedia.com/strategies/fibonacci-supports-and-resistances-in-cross-sectional-stock-trading,,,fibonacci-supports-and-resistances-in-cross-sectional-stock-trading,Premium,Yes,stock picking; reversal; equity long short; factor investing; smart beta,Equities,Stocks,United States,Weekly,Complex,Strong,Unknown,37.35,41.85,0.89,-15.92,2012.0,2021.0,-0.5,6.124826723663156,-0.0816349625154715,-27.321019893382942,2000.0,2025.0,0.050678339496388,,
#0803,Momentum and (Un)Informed Flows in FX market,https://quantpedia.com/strategies/momentum-and-uninformed-flows-in-fx-market,,,momentum-and-uninformed-flows-in-fx-market,Premium,No,momentum; FX anomaly; forex system,Currencies,Futures; CFDs; Forwards,Global,Daily,Very Complex,Strong,Unknown,11.74,11.53,1.02,,2015.0,2019.0,,,,,,,,,
#0804,Skewness and 52-Week Highs in China,https://quantpedia.com/strategies/skewness-and-52-week-highs-in-china,,,skewness-and-52-week-highs-in-china,Premium,Yes,reversal; equity long short; factor investing; smart beta,Equities,Stocks,China,Monthly,Complex,Strong,Unknown,13.08,11.49,1.14,,2000.0,2021.0,,,,,,,,,
#0805,Turn of the Month Effect in Cryptocurencies,https://quantpedia.com/strategies/turn-of-the-month-effect-in-cryptocurencies,,,turn-of-the-month-effect-in-cryptocurencies,Prime,Yes,market timing; seasonality; cryptocurrencies,Crypto,ETFs; Crypto,Global,Daily,Simple,Strong,Unknown,29.83,24.71,1.21,-37.7,2017.0,2021.0,21.1,22.99586852547004,0.9175561243372832,-37.69699061406503,2015.0,2025.0,0.0269571986246362,,
#0806,Employee Sentiment and Stock Returns,https://quantpedia.com/strategies/employee-sentiment-and-stock-returns,,,employee-sentiment-and-stock-returns,Premium,Yes,stock picking; sentiment trading; alternative data; factor investing; sentiment,Equities,Stocks,United States,Monthly,Complex,Strong,Unknown,7.5,10.0,0.75,,2013.0,2020.0,,,,,,,,,
#0807,Production Complementarity Peer Momentum,https://quantpedia.com/strategies/production-complementarity-peer-momentum,,,production-complementarity-peer-momentum,Premium,No,momentum; stock picking; equity long short; momentum in stocks; alternative data; factor investing; smart beta,Equities,Stocks,United States,Monthly,Very Complex,Strong,Unknown,9.9,19.34,0.51,,1978.0,2018.0,,,,,,,,,
#0808,Market Timing with Relative Sentiment,https://quantpedia.com/strategies/market-timing-with-relative-sentiment,,,market-timing-with-relative-sentiment,Premium,Yes,market timing; sentiment trading; alternative data; sentiment,Equities,ETFs; Futures; CFDs,United States,Weekly,Complex,Strong,No,12.11,12.88,0.94,-51.66,2004.0,2017.0,6.6,15.29460506599074,0.4315247089757051,-51.734607861483816,2001.0,2025.0,0.8111145586430523,,
#0809,Value Effect in Unprofitable Firms,https://quantpedia.com/strategies/value-effect-in-unprofitable-firms,,,value-effect-in-unprofitable-firms,Prime,Yes,stock picking; value; equity long short; fundamental analysis; factor investing; smart beta,Equities,Stocks,United States,Monthly,Moderate,Strong,Unknown,14.84,36.55,0.41,-60.42,1972.0,2020.0,5.9,12.87703527895092,0.4581799981276954,-48.710280863956754,2000.0,2025.0,0.2530726850988015,,
#0810,Integrating ESG into Fixed Income Portfolios,https://quantpedia.com/strategies/integrating-esg-into-fixed-income-portfolios,,,integrating-esg-into-fixed-income-portfolios,Premium,No,bond timing; alternative data; factor investing; smart beta; ESG investing,Bonds,Bonds,Europe,Monthly,Complex,Strong,No,4.23,3.93,1.07,,2012.0,2021.0,,,,,,,,,
#0811,Intraday Closing Momentum in Futures,https://quantpedia.com/strategies/intraday-closing-momentum-in-futures,,,intraday-closing-momentum-in-futures,Premium,Yes,momentum; market timing; seasonality,Equities; Bonds; Commodities; Currencies,Futures; CFDs,United States,Intraday,Complex,Strong,Unknown,5.47,3.42,1.6,,1974.0,2020.0,,,,,,,,,
#0812,Patent Intensity Factor in Equities,https://quantpedia.com/strategies/patent-intensity-factor-in-equities,,,patent-intensity-factor-in-equities,Premium,Yes,stock picking; equity long short; alternative data; factor investing,Equities,Stocks,United States,Monthly,Complex,Strong,Unknown,6.97,15.61,0.45,,1963.0,2021.0,,,,,,,,,
#0813,Option Gamma Predicts Stock Returns,https://quantpedia.com/strategies/option-gamma-predicts-stock-returns,,,option-gamma-predicts-stock-returns,Premium,Yes,stock picking; volatility effect; equity long short; volatility premium; factor investing; smart beta,Equities,Stocks,United States,Monthly,Very Complex,Strong,Unknown,8.99,11.23,0.8,,1996.0,2021.0,,,,,,,,,
#0814,Post Earnings Announcement Drift in China,https://quantpedia.com/strategies/post-earnings-announcement-drift-in-china,,,post-earnings-announcement-drift-in-china,Premium,Yes,seasonality; stock picking; equity long short; fundamental analysis; sentiment trading; earnings announcement; factor investing; smart beta; sentiment,Equities,Stocks,China,Daily,Complex,Strong,Unknown,4.69,7.66,0.61,,2011.0,2021.0,,,,,,,,,
#0815,Arbitraging Levered ETFs,https://quantpedia.com/strategies/arbitraging-levered-etfs,,,arbitraging-levered-etfs,Premium,Yes,pairs trading; arbitrage; spread trading,Equities,ETFs,United States,Monthly,Simple,Strong,Partially,4.92,2.56,1.92,-11.92,2009.0,2018.0,-0.6,1.6035950334629208,-0.3741593029908031,-12.617215948739958,2010.0,2025.0,0.2773629195935743,,
#0816,Momentum Based on Fractional-Difference Filter,https://quantpedia.com/strategies/momentum-based-on-fractional-difference-filter,,,momentum-based-on-fractional-difference-filter,Premium,Yes,momentum; reversal; equity long short; momentum in stocks,Equities,Stocks,United States,Daily,Moderate,Strong,Unknown,20.3,22.1,0.92,-72.15,1972.0,2020.0,0.5,29.628103504733183,0.0168758692205906,-73.05605036021554,2003.0,2025.0,-0.1048728042528896,,
#0817,Text-Based Recession Detection Strategy,https://quantpedia.com/strategies/text-based-recession-detection-strategy,,,text-based-recession-detection-strategy,Premium,Yes,market timing; sentiment trading; alternative data; machine learning; sentiment,Equities,ETFs; Funds; Futures; CFDs,United States,Monthly,Complex,Strong,Yes,8.78,13.52,0.65,,2000.0,2020.0,,,,,,,,,
#0818,ETF Flows Predict Subsequent ETF Performance,https://quantpedia.com/strategies/etf-flows-predict-subsequent-etf-performance,,,etf-flows-predict-subsequent-etf-performance,Premium,Yes,arbitrage; liquidity risk premium; volume effect; alternative data,Equities; Bonds; Commodities; REITs; Currencies,ETFs,United States,Intraday,Very Complex,Weak,Unknown,9.58,8.48,1.13,,2012.0,2016.0,,,,,,,,,
#0819,Arbitrage Comovement Effect in ETFs,https://quantpedia.com/strategies/arbitrage-comovement-effect-in-etfs,,,arbitrage-comovement-effect-in-etfs,Premium,No,arbitrage; alternative data,Equities; Bonds; Commodities; REITs; Currencies,ETFs,United States,Monthly,Very Complex,Strong,Unknown,8.07,8.8,0.92,,2008.0,2017.0,,,,,,,,,
#0820,Enhanced Betting Against Beta with Stochastic Dominance,https://quantpedia.com/strategies/enhanced-betting-against-beta-with-stochastic-dominance,,,enhanced-betting-against-beta-with-stochastic-dominance,Premium,No,stock picking; equity long short; beta factor; factor investing; smart beta,Equities,Stocks,United States,Monthly,Complex,Strong,Unknown,9.01,10.57,0.85,,1926.0,2020.0,,,,,,,,,
#0821,Accrual Effect in Family Firms,https://quantpedia.com/strategies/accrual-effect-in-family-firms,,,accrual-effect-in-family-firms,Premium,Yes,stock picking; equity long short; accruals effect; factor investing; smart beta,Equities,Stocks,Global,Yearly,Moderate,Strong,Unknown,18.7,,,-59.15,2007.0,2017.0,-0.1,18.672730460881755,-0.0053554031752075,-58.41554997201543,2001.0,2025.0,-0.0340067838279007,,
#0822,Negative ESG Premium in Chinese Stock Market,https://quantpedia.com/strategies/negative-esg-premium-in-chinese-stock-market,,,negative-esg-premium-in-chinese-stock-market,Premium,No,stock picking; equity long short; alternative data; factor investing; smart beta; ESG investing,Equities,Stocks,China,Yearly,Complex,Strong,Unknown,8.99,13.35,0.67,,2016.0,2021.0,,,,,,,,,
#0823,Machine Learning and the Cross-Section of Cryptocurrency Returns,https://quantpedia.com/strategies/machine-learning-and-the-cross-section-of-cryptocurrency-returns,,,machine-learning-and-the-cross-section-of-cryptocurrency-returns,Premium,No,cryptocurrencies; machine learning,Crypto,Crypto,Global,Weekly,Very Complex,Strong,No,11.09,,,,2017.0,2022.0,,,,,,,,,
#0824,Diversified Machine Learning in Emerging Markets,https://quantpedia.com/strategies/diversified-machine-learning-in-emerging-markets,,,diversified-machine-learning-in-emerging-markets,Premium,No,stock picking; fundamental analysis; factor investing; smart beta; machine learning,Equities,Stocks,Emerging Markets,Monthly,Very Complex,Strong,Yes,2.8,5.32,0.53,,2002.0,2021.0,,,,,,,,,
#0825,Hedging Factor in Cryptocurrencies,https://quantpedia.com/strategies/hedging-factor-in-cryptocurrencies,,,hedging-factor-in-cryptocurrencies,Premium,Yes,market timing; cryptocurrencies; alternative data; sentiment,Crypto,ETFs; Futures; Crypto,Global,Weekly,Moderate,Strong,No,4.68,,,-83.7,2019.0,2022.0,34.5,64.19127415901372,0.5374562267534538,-83.92438967341131,2018.0,2025.0,0.0274814866868937,,
#0826,News Sentiment and Equity Returns - BERT ML Model,https://quantpedia.com/strategies/news-sentiment-and-equity-returns-bert-ml-model,,,news-sentiment-and-equity-returns-bert-ml-model,Premium,No,stock picking; equity long short; sentiment trading; alternative data; factor investing; smart beta; machine learning; sentiment,Equities,Stocks,United States,Daily,Very Complex,Strong,Unknown,53.34,41.35,1.29,,2002.0,2020.0,,,,,,,,,
